-1.1,1.8
-1.1,1.7
-1.1,1.6
-1,1.6
-1.1,1.5
-1,1.5
-1.1,1.4
-1,1.4
-1.1,1.3
-1,1.3
-1.1,1.2
-1,1.2
-1.1,1.1
-1,1.1
-1.1,1
-1.1,0.9
-1.5,-1.5
-1.5,-1.6
-1.6,-1.7
-1.5,-1.7
-1.6,-1.8
-1.5,-1.8
-1.6,-1.9
-1.5,-1.9
-1.6,-2
-1.5,-2
-1.6,-2.1
-1.5,-2.1
-1.5,-2.2
-1.5,-2.3
-1.5,-2.4
